name,description,fragrance,top_notes,middle_notes,base_notes,detail_url
Diptyque Fleur de Peau 肌膚之華中性淡香精,聞起來很像人的體味，是好聞的那種體味！應該算是充滿情慾流動的味道吧。持香度非常高，不小心沾到的袖口過了好幾天都還有肌膚之華的味道！,花香調,醛、當歸、佛手柑、粉紅胡椒,土耳其玫瑰、鳶尾,麝香錦葵、龍涎香、麝香、琥珀、胡蘿蔔、檀香、皮革,https://www.1976.com.tw/prod/17017
Jo Malone 白樺木與薰衣草香水-Silver Birch & Lavender,"非常中性香調的一支香水，氣味柔和
目前是秋天，使用起來有股溫暖的感覺
前味清新帶點少少的果香，但是很快就轉進中味的薰衣草
這時候會有一種自己被薰衣草包圍的感受(想睡...
但是加上了後味的白樺木的木質調，整個香味的質感更加提升
個人覺得這支香水很適合溫柔的男性，或是溫柔帶點帥氣的女性
(老實說我噴在身上之後，腦中一直浮現的角色是庫洛魔法使的雪兔哥XD)",草香清新調 、 木質清新調,葡萄柚,薰衣草,白樺木,https://www.1976.com.tw/prod/19799
Jo Malone 英國橡樹與榛果香水-English Oak & Hazelnut,猶如漫步森林中、樹林裡松杉滿林、中性偏男香、持香度很久、很難讓人忘記他的存在、存在感很強……,木質調,綠榛果,雪松,橡樹,https://www.1976.com.tw/prod/17237
Chloe Cedrus 仙境花園 北國雪松中性淡香精,這是一隻意外的木質調香氣，如果光看香材表一定會被騙。噴出來先是淡淡小荳蔻與香根草，也會有一種微弱的花香氣。整體氛圍非常的優雅、細緻、帶著微微綠感，不是厚重的木質香水，適合在微涼的天氣中使用，會帶一絲絲暖意、也會有一點點清新的綠意，非常特殊的香氣，很快的會轉為skin scent，會變成一種好像自帶體香的感覺。,木質調,小荳蔻、木質香、苔蘚、檀香木、香根草,,,https://www.1976.com.tw/prod/19006
Diptyque Fleur de Peau 肌膚之華中性淡香精行動香氛,"這支香水dcard好多人推，原本不看好它的，卻沒想到竟然讓我買了它。

類似身體高溫後散發一種好聞的體香，非常舒服與耐聞，買了兩支小香後決定入手。

試香中不小心無意間噴到衣服，整天若有似無的散發香味，當下沒反應過來是香水味，想說怎麼有一個好好聞的味道環繞著，原來是肌膚之華，真的必買",花香調,醛、當歸、佛手柑、粉紅胡椒,土耳其玫瑰、鳶尾,麝香錦葵、龍涎香、麝香、琥珀、胡蘿蔔、檀香、皮革,https://www.1976.com.tw/prod/21873
4711 Coconut Water & Yuzu 椰子水&柚子中性古龍水,聞起來就像 摩摩喳喳，一種可愛的泰式甜點氣味。,誘人美食調,椰子水、柚子,,,https://www.1976.com.tw/prod/20293
Chloe Magnolia Alba 仙境花園 木蘭詩語中性淡香精,一款撫慰人心的療癒花香，散發著木蘭花的清香，猶如奶油般的溫暖柔順。靈感來自調香師Louis Turner故鄉英格蘭的木蘭花，奶油般柔和的花香略帶檸檬香氣。,花香調,木蘭,,,https://www.1976.com.tw/prod/19960
Chloe Santalum 仙境花園 檀香之夢中性淡香精,珍貴的檀香扇都能讓房間充滿香味。帶著木質香乳香，這款原始香氣將檀香延伸為性感的象徵，捕捉了檀香帶來的香甜、柔順和永恆的優雅。,木質調,檀香,,,https://www.1976.com.tw/prod/21817
Jo Malone 青檸羅勒與柑橘香水-Lime Basil & Mandarin,初聞很像一道菜，當初是櫃姐推薦可以跟粉紅麂皮搭配，但沒想到單獨使用更喜歡。很悶熱的天氣時使用有清新的感覺，留香很久，中後味變得比較成熟的感覺，不太會撞香，非常推薦夏天使用。,草香清新調 、 柑橘清新調,柑橘,羅勒,琥珀木,https://www.1976.com.tw/prod/17238
Clean Cool Cotton 涼爽棉花中性淡香精,韓國藝人金泰亨同款Clean冷棉香水，韓國BTS防彈少年團代言！,草香清新調 、 柑橘清新調,義大利佛手柑、青蘋果、檸檬皮,含羞草花、薄荷、棉花,奶油麝香、桃子、琥珀,https://www.1976.com.tw/prod/14247
Chloe Jasminum Sambac 仙境花園 煙雨茉莉中性淡香精,清新的綠色花香，這款淡香水就像是茉莉花精緻的花瓣為柔和的香氣添加幾分溫暖的曙光。這款香氛靈感源自於調香師Louise Turner在曼谷度過母親節時聞到的精緻茉莉香。,花香調,茉莉,,,https://www.1976.com.tw/prod/19797
Penhaligon's 潘海利根魔藥系列 Liquid Love 熾烈玫瑰中性淡香精,一款令人心潮澎湃的熱情香水。粉紅胡椒、生薑和薑黃的辛辣氣息與辣椒和麝香融為一體。請注意：噴太多可能會導致昏厥。,玫瑰花香調 、 辛辣調,粉紅胡椒、生薑、薑黃,天芥菜、抹茶、茉莉,粉紅胡椒、生薑、薑黃,https://www.1976.com.tw/prod/22265
4711 Remix Zitrone 夏日沁檸中性古龍水,4711 REMIX COLOGNE ZITRONE 夏日沁檬 - 夏天的芬芳雞尾酒，令人驚奇連連的的檸檬清爽新鮮感,柑橘清新調,柚子、義大利青檬、紫蘇,紫羅蘭、玫瑰、橙花、胡椒,白麝香、廣藿香、琥珀木,https://www.1976.com.tw/prod/18237
Chloe Jasminum Sambac 仙境花園 煙雨茉莉中性淡香精(茉莉之光) TESTER,低調不張揚的茉莉花香，有雨天的清新濕潤感，經過旁邊時會聞到一股幽幽的香氣，適合氣質女孩唷~,花香調,茉莉,,,https://www.1976.com.tw/prod/22110
Penhaligon's Eau the Audacity 潘海利根魔藥系列 勇氣之水中性淡香精 (無畏香草),大膽的擺脫害羞的束縛，確實是勇氣之水！大膽的橙花帶來香草的驚喜；多麼奇特啊！吸收了皮革和焚香這種勇氣的混合。,東方花香調 、 辛辣調,黑胡椒、橙花、橄欖葉,藏紅花、焚香、玫瑰,香草、皮革、龍涎香,https://www.1976.com.tw/prod/22208
Hermes Terre D'Hermes 愛馬仕大地男性香精版本 TESTER,"淡香精版。如果說白蓋大地 有著水漾清新，黑蓋大地就是濃郁優雅。
開蓋就散發一點點葡萄柚與類似薑的氣味，天竺葵、雪松、香根草，是我對他的記憶，而他的迷人之處在氣味的銜接之間都讓人感到溫和滑順，彷彿無違和，令人難忘。",木質調 、 柑苔調,葡萄柚、橙,火石,木質調、安息香、橡苔,https://www.1976.com.tw/prod/21905
Chloe Immortelle 仙境花園 蠟菊之淬中性淡香精,蠟菊稱千年不朽之花，帶有温暖、陽光襯出氣息裡的清新、並略带海之鹽的和諧，創造出一種可以想象在沙灘上漫步的香氣，綠色植物的香氣與海風營造出巧妙的明亮組合。,花香調,海鹽、檸檬、佛手柑,蠟菊、晚香玉、茉莉花,檀香 、香草、零陵香豆,https://www.1976.com.tw/prod/21852
Penhaligon's A Kiss of Bliss 潘海利根魔藥系列 幸福之吻中性淡香精(幸運四葉草),用佛手柑和綠色三葉草噴灑一下憂鬱的情緒。麝香和玫瑰在山頂唱歌：有人願意加入嗎？一款源自陽光明媚的日子的香水，讓您徹夜翩翩起舞。,茶香清新調 、 花香調 、 柑苔調,佛手柑、三葉草、玫瑰,天芥菜、抹茶、茉莉,麝香、苔蘚、廣藿香,https://www.1976.com.tw/prod/22207
4711 Remix Grapefruit 葡萄柚樂園中性古龍水,一款活潑、多彩的作品。多汁的果味調香水，利用了葡萄柚的異域風情，並將其與木蘭、小蒼蘭、橙花的花香結合，創造出一種天堂般的組合！,柑橘花香調 、 柑橘調,葡萄柚、血橙、日本柚子,木蘭、小蒼蘭、橙花,檀香木、焚香、麝香,https://www.1976.com.tw/prod/20780
Elizabeth Arden Green Tea 雅頓綠茶中性淡香水 TESTER,雅頓綠茶淡香水在亞洲地區屢創佳績，連續五年榮登香水1976十大暢銷香水，入門者必備基本款！,花香調,大黃、佛手柑、葛縛子、橙皮、檸檬,茉莉、茴香、康乃馨、綠茶、薄荷,白琥珀、樺樹苔、麝香,https://www.1976.com.tw/prod/8909
Chloe Immortelle 仙境花園 蠟菊之淬中性淡香精 TESTER,蠟菊稱千年不朽之花，帶有温暖、陽光襯出氣息裡的清新、並略带海之鹽的和諧，創造出一種可以想象在沙灘上漫步的香氣，綠色植物的香氣與海風營造出巧妙的明亮組合。,花香調,海鹽、檸檬、佛手柑,蠟菊、晚香玉、茉莉花,檀香 、香草、零陵香豆,https://www.1976.com.tw/prod/21853
Penhaligon's A Balm of Calm 潘海利根魔藥系列 靜謐檀木中性淡香精,"A Balm of Calm 靜謐檀木
薰衣草的搖籃曲，天竺葵的雲朵。鳶尾花和檀香帶來鎮定感；一種即時的平靜療法。蘭姆酒和軟木讓 Penhaligon 的寧靜氛圍更加完美。",草香清新調 、 木質清新調,薰衣草、小豆蔻、鼠尾草,天竺葵、鳶尾花、朗姆酒,檀香、橡木、香草根,https://www.1976.com.tw/prod/22206
Chloe CHENE 仙境花園 白櫟之露中性淡香精(橡樹),Alexis Dadier在海岸的森林中散步時，他總是會用橡樹葉製成花束，散發著獨特的氣味。受這一舉動的啟發，調香師創造了一款包圍而溫暖的木質香水，向一棵神秘的樹致敬，延伸地球和天堂之間的聯繫。,木質調,橡樹葉、月桂、鈴蘭、柑橘、佛手柑,橡木、雪松 、橙花,麝香、檀香、香草,https://www.1976.com.tw/prod/21854
Penhaligon's Vra Vra Vroom 潘海利根魔藥系列 引擎之聲中性淡香精(初醒桂香),全力衝刺抓緊時間！充滿活力的柑橘和木蘭香氣，以及一匙熱情的桂花淨油。噴灑您的成功之路。現在沒有什麼可以阻止一個人。,花香調 、 柑橘調,杏桃、香檸檬、柑橘、鼠尾草,桂花、木蘭、玫瑰,喬治亞木、皮革、龍涎酮,https://www.1976.com.tw/prod/22205
4711 Remix 經典橙香限量版中性古龍水,清新，充滿活力的柑橘香調，經典的4711古龍水和乾燥的木質基底，值得收藏。,柑橘調,香檸檬、檸檬、茶,橙花、苦橙、龍膽,雪松、喀什米爾木麝香、麝香,https://www.1976.com.tw/prod/16660
Chloe CHENE 仙境花園 白櫟之露中性淡香精(橡樹) TESTER,Alexis Dadier在海岸的森林中散步時，他總是會用橡樹葉製成花束，散發著獨特的氣味。受這一舉動的啟發，調香師創造了一款包圍而溫暖的木質香水，向一棵神秘的樹致敬，延伸地球和天堂之間的聯繫。,木質調,橡樹葉、月桂、鈴蘭、柑橘、佛手柑,橡木、雪松 、橙花,麝香、檀香、香草,https://www.1976.com.tw/prod/22166
Diptyque Do Son 杜桑中性淡香精版本,《社內相親》韓國藝人-金旻奎隨身攜帶的香水，是「清爽又高級的味道」。,花香調,粉紅莓、橙花,晚香玉、茉莉,麝香,https://www.1976.com.tw/prod/18183
4711 Remix Neroli 橙花限量版中性古龍水,"剛噴出時是很清新又帶皂感的柑橘味,柑橘味散去後是很濃的花香味,這個花香很像夏天時盛開的七里香花香味,很適合年輕的少女.",柑橘花香調 、 誘人美食調,柑橘、桃子、水果雞尾酒,橙花、琥珀木香、果仁糖,香草、乾質木香、廣藿香,https://www.1976.com.tw/prod/19452
Jo Malone 含羞草與小荳蔻香水-Mimosa & Cardamom,一聞到就覺得是秋天的氣息，溫暖的小豆蔻混和東迦豆，帶點含羞草輕巧的微酸，彷彿站在黃昏的麥田裡，享受和煦自然的陽光那般貼膚融暖。很適合微涼的日子噴上一點在頸側。讓身邊的人為你心跳不已。,草香清新調,小荳蔻,含羞草,東迦豆,https://www.1976.com.tw/prod/17941
Jo Malone 葡萄柚(柚子)香水-Grapefruit,很清新的葡萄柚味道，不是太酸的果肉味，是像聞到果皮散發出來的清新與，剛切開的葡萄柚香味，感覺很適合夏天,柑橘調,葡萄柚、柑橘,迷迭香、野薄荷、甜椒、茉莉,香根草、廣藿香、橡苔,https://www.1976.com.tw/prod/18249
Hermes Terre d'Hermes Eau Givree 愛馬仕大地冷冽之水淡香精,冷冽之水確實很像白蓋極致清新大地，但還是有點不一樣，白蓋大地像是柑橘檸檬味大地，冷冽之水像是柚子葡萄柚大地，冷冽之水濃度比較高，持香也比較久，但白蓋極致清新大地更有清新年輕的活力，只可惜似乎停產。,木質香調、礦物香調,香櫞,杜松子、竹葉、花椒,,https://www.1976.com.tw/prod/20108
4711 Pure Breeze Of Himalaya 喜馬拉雅山-純淨微風中性古龍水,帶這一點冷冽的風情，香氣非常清新，就在甫進入山中，呼吸到清新的空氣一般。尾韻也極淡的甜感。香水瓶、紙盒設計跟所體驗的香氣很能夠結合。適合在繁忙之後的夜晚噴一些，心中的煩悶會減輕一些。,東方清新調,柑橘、香檸檬、粉椒,玫瑰、陵蘭、山調,羊絨木、龍涎香醚、麝香,https://www.1976.com.tw/prod/17516
Elizabeth Arden Green Tea Citron Freesia 雅頓綠茶香櫞小蒼蘭限量淡香水,Elizabeth Arden 雅頓在2023年推出綠茶香櫞小蒼蘭，柑橘類水果的閃亮活力與檸檬草和黑胡椒的能量相結合，注入了全新的綠茶香味：香櫞小蒼蘭。,佛手柑、綠茶香調、柑橘、香櫞,,小蒼蘭、木樨草、茉莉花、胡椒,瑪黛茶、白樺木、麝香,https://www.1976.com.tw/prod/21396
Chloe Ylang Cananga 仙境花園 伊蘭之境中性淡香精(繁嶼依蘭),花農們用雙手一一採花，他們的動作如此精確、輕盈、甚至富有節奏性，彷彿在跳舞，每個人都將採收的伊蘭伊蘭放入他們的籃子裡，籃子裡也傳來陣陣花香，而這也讓調香師創作出這款感性、與倫比、溫暖柔和的『伊蘭之境』。,木質花香調,伊蘭伊蘭,,,https://www.1976.com.tw/prod/21816
Elizabeth Arden Green Tea Lavender 雅頓綠茶薰衣草限定版淡香水,一按下噴頭，令人感到舒適放鬆的薰衣草清香便繚繞在身旁，接著出現的就是多了幾分柔和感的經典綠茶。噴在枕頭上助眠效果非常好，馬上就能讓我進入夢鄉~,草香清新調 、 茶香清新調,檸檬、綠薄荷,法國薰衣草、保加利亞薰衣草、綠茶、烏龍,麝香、白樺,https://www.1976.com.tw/prod/7650
Hermes Terre d'Hermes Eau Givree 愛馬仕大地冷冽之水淡香精迷你瓶,比起經典的大地，少了那個類似檀香的感覺，而是更加輕盈，但持久度意外地長。葡萄柚顯得有朝氣，感覺在非冬天使用不會感到突兀。,木質香調、礦物香調,香櫞,杜松子、竹葉、花椒,,https://www.1976.com.tw/prod/20392
Chloe Narcissus Poeticus 仙境花園 春日水仙中性淡香精,Narcissus Poeticus 春日水仙 是一款清新而略帶粉狀的香水，捕捉了春天喜悅的歡樂記憶。水仙是 Philippine Courtière 童年時愛上的第一朵花，當時她會和祖母一起沿著盧森堡花園的小徑漫步，把它收集在小花束中。精緻的水仙為香水帶來蜂蜜香味。,花香調,水仙,,,https://www.1976.com.tw/prod/19957
4711 Wakening Woods 納維亞-甦醒森林中性古龍水,這樣的價錢可以買到這樣的作品真的很超值。滿滿的木質堆疊，有如舒暢的森林浴。味道雖不算持久但後味很有高級感，不輸高貴的沙龍香。是很值得入手的平替。,木質調 、 辛辣調,香檸檬、香菜、粉椒,玫瑰、桂花、茉莉,廣藿香、西伯利亞冷杉精油、乳香,https://www.1976.com.tw/prod/17518
Chloe Verbena 仙境花園迷霧馬鞭草中性淡香精,芳香的柑橘氣息，馬鞭草帶來檸檬的微妙清新感，並散發著自然的光芒。這款調香將調香師Mylène Alran帶回與父母親同在的花園，童年以雙手搓揉馬鞭草總是散發出的香氣。,草香清新調,檸檬馬鞭草,,,https://www.1976.com.tw/prod/19959
