name,description,fragrance,top_notes,middle_notes,base_notes,detail_url
Juicy Couture Oui 紅粉印記女性淡香精 TESTER,聞起來是淡淡的，清爽果汁味兒，蠻適合小女孩及炎熱夏天的香味。,花果甜美調,西瓜、檸檬、巴西莓,晚香玉、茉莉花、金銀花,麝香、琥珀、木質,https://www.1976.com.tw/prod/22798
Prada Paradoxe Virtual Flower 我本莫測 幻花香境女性淡香精,茉莉、琥珀、波旁香草蠻明顯，前中味我只大致能分得出茉莉以及蠻高級的香甜味，但聞不出太多細節。蠻省用量，過四五小時還是可以聞到身上有這個香味。覺得算是花果甜美同時也兼具香草甜美，卻又不會太甜，聞起來真的蠻有層次也很高級。,柑橘花香調,佛手柑,茉莉、橙花,麝香、黃葵籽,https://www.1976.com.tw/prod/22736
Viva la Juicy Bowdacious 粉紅啾啾女性淡香精 TESTER(絕版珍藏品),歡迎來到粉紅啾啾女性淡香精的世界，這裡充滿著美好夢想、帶著能實現所有願望的粉漾魔力，打造一座熱情無限的自由國度…,誘人美食調 、 花果甜美調,義大利柑橘、西洋梨、洋香瓜,梔子花、野薑花、沙巴茉莉,椰奶、零陵香豆、漂流木,https://www.1976.com.tw/prod/22704
Versace Bright Crystal 凡賽斯香戀水晶女性香精 Parfum 迷你瓶,偏花香調的香水，前味讓人驚艷，後味有種溫柔氣質的感覺，是一款非常適合小女人的香水,花果清新調,柚子、冰晶調、石榴、莓果,木蘭、 牡丹、 蓮花 、白麝香,桃花木、 琥珀木、 麝香、龍涎香,https://www.1976.com.tw/prod/22697
YSL Libre L’Eau 自由不羈裸膚之水 (可當髮香),藝人曾敬驊愛用香，仲夏橙花混著柑橘清香，聞起來清新舒服，就像瞬間移動到地中海海岸，加上是無酒精配方，想噴哪裡都可以，香氣男女生都很適合。,柑橘花香調,柑橘、檸檬,橙花,薰衣草,https://www.1976.com.tw/prod/22659
YSL Libre Flowers & Flames 自由不羈恣意燃花淡香精迷你瓶,LIBRE FLOWERS & FLAMES 是一款全新的性感花香。對 Libre 性感溫暖的重新詮釋，來自沙漠的熱情而有力的百合與陽光和奶油般的可可棕櫚樹花相融合，散發出熾熱而舒適的香氣。,茶香清新調 、 花香調,沙漠百合、薰衣草、佛手柑,椰子、棕櫚花、橙花、晚香玉,香草、麝香,https://www.1976.com.tw/prod/22644
YSL Black Opium Glitter 黑鴉片粉耀女性淡香精迷你瓶,閃閃發光的瓶子讓人無法抗拒，香味甜美，如棉花糖般夢幻。帶有梨子、檸檬、橙花和標誌性咖啡香氣，給人溫暖、舒適的感覺，甜味恰到好處，但又不會讓人覺得太甜。,東方花香調 、 誘人美食調,綠柑橘、檸檬、西洋梨,橙花、茉莉,香草、咖啡、麝香棉花糖、廣藿香,https://www.1976.com.tw/prod/22643
Viktor & Rolf Flowerbomb Tiger Lily 虎百合炸彈女性淡香精迷你瓶,Flowerbomb Tiger Lily 以清新的椰奶香味開場。香水的核心是一股以異國情調的虎百合為中心的花香，為這款女士香水帶來了狂野的一面，多汁的熱帶芒果香調包裹著安息香基調，營造出熱帶風情，香水裝在琥珀色的多面鑽石手榴彈瓶中。,誘人美食調 、 花果甜美調,椰奶、佛手柑,虎百合、茉莉花、小蒼蘭,芒果、安息香,https://www.1976.com.tw/prod/22637
Viktor & Rolf Flowerbomb 玫瑰炸彈女性淡香精迷你瓶,香軟、柔滑、甜蜜蜜，原本有點擔心會不會太甜膩，不過這一切都是多慮了，香味隨著體溫緩緩地發散，好像是剛泡好的奶茶上頭的雪泡，輕盈地圍繞著周身，持久而且友善，讓人覺得暖呼呼的，情緒也隨之舒坦，雖然叫作「炸彈」，但是是多麼快樂的炸彈呀～,,香橙、黑醋栗,嘉德麗雅蘭花、阿拉伯茉莉、鳶尾花、摩洛哥玫瑰,麝香、廣藿香、香草,https://www.1976.com.tw/prod/22636
Valentino Born In Roma Intense 訂製羅馬馥郁女性淡香精,Valentino 2023年推出Born In Roma Intense 訂製羅馬女性淡香精，誕生於羅馬，點燃慶祝的火花，讓人想起這座永恆之城的夜晚。這款香水將原香的大膽基調轉向更溫暖、更感性的表達,東方花香調,香草、琥珀,茉莉,安息香,https://www.1976.com.tw/prod/22621
Salvatore Ferragamo Fiamma 熾烈之光女性淡香精,一開始使用時的味道過於刺激，慢慢散發出來的是大馬士革玫瑰、梔子花最後是白麝香，香氣層次感明顯、帶有沉穩、寧靜的氣息。,木質花香調,白梨 、黃葵、番紅花、萬壽菊、杏桃、櫻桃,茉莉、梔子花 、金銀花、大馬士革玫瑰,龍涎香醚 、廣藿香、麝香、糖漬苔蘚,https://www.1976.com.tw/prod/22612
Versace Bright Crystal 凡賽斯香戀水晶女性香精 Parfum TESTER,偏花香調的香水，前味讓人驚艷，後味有種溫柔氣質的感覺，是一款非常適合小女人的香水,花果清新調,柚子、冰晶調、石榴、莓果,木蘭、 牡丹、 蓮花 、白麝香,桃花木、 琥珀木、 麝香、龍涎香,https://www.1976.com.tw/prod/22611
KENZO Parfum D'ete 晨曦之露女性淡香精,用過許多品牌的香水，唯獨這款香水的味道是我的最愛，只要聞到這味道就覺得好舒服好舒服，忍不住的要深吸幾口氣，可惜的是在外面已經找不到這款香水了，在1976網站發現時，超級興奮的，如獲至寶！,草香清新調 、 花香調,鈴蘭、綠葉,牡丹、茉莉、風信子,檀香木、麝香,https://www.1976.com.tw/prod/22610
Ferragamo Signorina Libera 晨光綻放女性淡香精,全新 Signorina Libera 晨光綻放女性淡香精由 Robertet集團知名調香大師 Jérôme Epinette 創作，延續 Signorina 香水系列的三大標誌性象徵——力量與優雅、自由與團結，以及鼓舞人心的明亮香氣與夢想成真，帶來明媚動人的「花香麝香美食調」，令女孩們在意想不到的誘人香氣環繞下，逐漸展露自我。,誘人美食調 、 花果甜美調,梨子、佛手柑、欖香脂,鳶尾花、玫瑰、李子花蜜,喀什米爾木、龍涎香醚、粉紅糖,https://www.1976.com.tw/prod/22602
Vince Camuto Illuminare Intensa 點亮盛放女性淡香精,蘭花、梅子、梅花和檀香，還有一點鳶尾花，粉紅胡椒增添了一點尖銳明亮的辛辣味，這是一款非常獨特的香水，盲買也是相當安全的，聞起來很昂貴，瓶子也很華麗，這對梳妝台的美感來說是加分的香水。,東方花果調,黑醋栗、葡萄柚、西洋梨、白桃花蜜,梅花、午夜蘭花、鳶尾花、小蒼蘭、茉莉,檀香、琥珀、香草、奶油麝香,https://www.1976.com.tw/prod/22587
Miu Miu Les Eaux A La Mode 霓裳系列香水筆禮盒,MIU MIU Les Eaux A La Mode 霓裳系列香水筆禮盒，內含4支霓裳系列香水筆，還附上一個原廠束口袋，不僅攜帶出門補香方便、送禮也很適合，這個禮盒非常罕見，香水1976強力推薦！,誘人美食調,,,,https://www.1976.com.tw/prod/22523
Monotheme White Gardenia 吟遊詩人 白梔子女性淡香水,推薦給初入門或喜愛自然調的人。味道不刺鼻，是清新的梔子花香，我很喜歡後面接著一股甜而不膩的淡淡後韻，就跟聞真的花一樣，層次單純不複雜，是適合日常使用的款式。而且在買了之後查資料才發現，Monotheme這家只採用自然的原料製作，大大的加分。,麝香、木質香調,佛手柑、柳橙,梔子花,,https://www.1976.com.tw/prod/16961
Bvlgari Allegra Dolce Estasi 寶格麗悅享盛典系列-甜美狂想女性淡香精,Bulgari Allegra甜美狂想淡香精帶您進入義式甜品烘焙店，讓嗅覺如同體驗一場狂歡饗宴。各色甜點交織出一片濃郁香甜的氣息，與糖果般的繽紛甜蜜，令人垂涎欲滴。,花果清新調,柑橘,天芥菜,麝香,https://www.1976.com.tw/prod/23014
Bvlgari Allegra Dolce Estasi 寶格麗悅享盛典系列-甜美狂想女性淡香精隨身香氛,Bulgari Allegra甜美狂想淡香精帶您進入義式甜品烘焙店，讓嗅覺如同體驗一場狂歡饗宴。各色甜點交織出一片濃郁香甜的氣息，與糖果般的繽紛甜蜜，令人垂涎欲滴。,花果清新調,柑橘,天芥菜,麝香,https://www.1976.com.tw/prod/23015
Bvlgari Allegra Fantasia Veneta 寶格麗悅享盛典系列-夢幻派對女性淡香精隨身香氛,夢幻派對淡香精以令人難忘的西普香調，釋放出狂歡節誘人的氣息。以印度尼西亞廣藿香為核心成分，充滿驚喜的轉折在馥郁的紅桃香調中，散發淡淡卻令人上癮的香草氣息，給人帶來的驚喜與澎湃。,柑苔調 、 花果甜美調,紅桃,廣藿香,香草,https://www.1976.com.tw/prod/22558
Bvlgari Allegra Riva Solare 寶格麗悅享盛典系列-璀璨嬌陽女性淡香精,Riva Solare 將感官帶到義大利海岸線，釋放陽光和大海的活力感性。抬頭仰望一望無際的蔚藍海洋：義大利海岸線的亮麗色彩散發著羅馬的精緻氣息。,柑橘花香調,佛手柑,橙花、桂花、柑橘,麝香,https://www.1976.com.tw/prod/22318
Bvlgari Allegra Riva Solare 寶格麗悅享盛典系列-璀璨嬌陽女性淡香精隨身香氛,Riva Solare 將感官帶到義大利海岸線，釋放陽光和大海的活力感性。抬頭仰望一望無際的蔚藍海洋：義大利海岸線的亮麗色彩散發著羅馬的精緻氣息。,柑橘花香調,佛手柑,橙花、桂花、柑橘,麝香,https://www.1976.com.tw/prod/22557
Bvlgari Omnia Crystalline 寶格麗晶澈女性淡香水(2023),這是我第一次接觸的「水生花香調香水」，該如何形容它的味道呢？此刻腦海中浮現出了兩個字─「清雅」，我想在也沒有比「清雅」更適合它的形容詞。,波薩木香調、水晶麝香香調,,,,https://www.1976.com.tw/prod/21459
Bvlgari Omnia Crystalline 寶格麗晶澈女性淡香水(2023) TESTER,這是我第一次接觸的「水生花香調香水」，該如何形容它的味道呢？此刻腦海中浮現出了兩個字─「清雅」，我想在也沒有比「清雅」更適合它的形容詞。,波薩木香調、水晶麝香香調,,,,https://www.1976.com.tw/prod/21743
Bvlgari Omnia Crystalline 寶格麗晶澈女性淡香水(2023) 迷你瓶,這是我第一次接觸的「水生花香調香水」，該如何形容它的味道呢？此刻腦海中浮現出了兩個字─「清雅」，我想在也沒有比「清雅」更適合它的形容詞。,波薩木香調、水晶麝香香調,,,,https://www.1976.com.tw/prod/22712
Bvlgari Omnia Crystalline 寶格麗晶澈女性淡香精版本(2024),因為非常喜歡晶澈淡香水，所以也入手了晶澈淡香精，比較起來感覺多了一份溫暖安心感,木質花香調,水梨、青柑,蓮花、綠茶、茉莉,檀香、麝香,https://www.1976.com.tw/prod/21997
Bvlgari Omnia Crystalline 寶格麗晶澈女性淡香精版本(2024) 迷你瓶,因為非常喜歡晶澈淡香水，所以也入手了晶澈淡香精，比較起來感覺多了一份溫暖安心感,木質花香調,水梨、青柑,蓮花、綠茶、茉莉,檀香、麝香,https://www.1976.com.tw/prod/22964
Bvlgari Omnia Amethyste 寶格麗紫水晶女性淡香水(2023),木質味不明顯的木質花香調，這瓶在我身上就是滿滿的花香，甜而不膩，很優雅，很推薦給剛大學畢業要踏入職場的女性使用,木質花香調,粉紅葡萄柚、 綠葉汁液,保加利亞玫瑰花蕾、 鳶尾草,太陽木、 纈草,https://www.1976.com.tw/prod/21458
Bvlgari Omnia Amethyste 寶格麗紫水晶女性淡香水(2023) TESTER,木質味不明顯的木質花香調，這瓶在我身上就是滿滿的花香，甜而不膩，很優雅，很推薦給剛大學畢業要踏入職場的女性使用,木質花香調,粉紅葡萄柚、 綠葉汁液,保加利亞玫瑰花蕾、 鳶尾草,太陽木、 纈草,https://www.1976.com.tw/prod/21849
Bvlgari Omnia Amethyste 寶格麗紫水晶女性淡香水(2023)迷你瓶,木質味不明顯的木質花香調，這瓶在我身上就是滿滿的花香，甜而不膩，很優雅，很推薦給剛大學畢業要踏入職場的女性使用,木質花香調,粉紅葡萄柚、 綠葉汁液,保加利亞玫瑰花蕾、 鳶尾草,太陽木、 纈草,https://www.1976.com.tw/prod/22963
Bvlgari Omnia Coral 寶格麗晶艷女性淡香水,給我的感覺是：神秘的熱帶氣息的香味，耐聞，是成熟的香，充滿活力又不失一種渡假的輕鬆感啊～,木質花香調,紅莓、枸杞、佛手柑,扶桑花、睡蓮,麝香木、雪松、石榴,https://www.1976.com.tw/prod/9419
Bvlgari Rose Goldea Blossom Delight 寶格麗歡沁玫香女性淡香水,非常輕柔的香味，鈴蘭香味開啟了整瓶香水的序曲，中間玫瑰花香味幾乎被牡丹花覆蓋了，但是銜接的很順暢，雪松後味不明顯，微微麝香香味，不嗆鼻，出乎我意料之外的清淡。感覺很適合年輕的女生。,玫瑰花香調,鈴蘭、葡萄柚,牡丹、玫瑰花蕾,雪松、白麝香,https://www.1976.com.tw/prod/20399
Bvlgari Rose Goldea Blossom Delight 寶格麗歡沁玫香女性淡香水 TESTER,Rose Goldea Blossom Delight 淡香水將玫瑰的承諾轉化為輕盈、透明、瑩亮的香氛。淡香精活力四射，各個層面都在讚頌濃郁嬌柔的玫瑰，而新淡香水則像是將最清新的春日花朵灑落在玫瑰花蕾周圍，而這朵花蕾即將綻放。,玫瑰花香調,鈴蘭、葡萄柚,牡丹、玫瑰花蕾,雪松、白麝香,https://www.1976.com.tw/prod/20323
BVLGARI Rose Goldea Blossom Delight 寶格麗歡沁玫香女性淡香水迷你瓶,喜歡一開始鈴蘭的清新芬芳，也欣賞牡丹、玫瑰那繁花似錦元氣滿點地開好開滿整段中調令人滿足，尾韻仍接續隱約的淺粉香甜，期待明日也持續朝氣蓬勃每一天；個人感覺持香度中上，精巧迷你香瓶圓圓潤潤很是賞心悅目。,玫瑰花香調,鈴蘭、葡萄柚,牡丹、玫瑰花蕾,雪松、白麝香,https://www.1976.com.tw/prod/20405
Bvlgari Rose Goldea Blossom Delight 寶格麗歡沁玫香女性淡香精,問起來很清新，很像帶涼感的玫瑰，是夏天也很可以的香水！絕對不會膩或濃到暈香，非常清爽的玫瑰味,保加利亞玫瑰原精、白麝香調、龍涎香,紫羅蘭葉、青木瓜、茉莉原精,玫瑰花瓣萃取、山谷百合,,https://www.1976.com.tw/prod/17494
BVLGARI Rose Goldea Blossom Delight 寶格麗歡沁玫香女性淡香精 TESTER,甜甜的玫瑰，讓人喜歡的中調與後調，圍巾上溫暖的香味，就像高中曖昧中的男女，交換圍巾後，只有彼此了解的情愫，淡淡的味道瀰漫空中，儘管放學了，味道就像曖昧的感覺，好像存在但同時卻也沒愛得那麼明顯。,保加利亞玫瑰原精、白麝香調、龍涎香,紫羅蘭葉、青木瓜、茉莉原精,玫瑰花瓣萃取、山谷百合,,https://www.1976.com.tw/prod/17780
BVLGARI Rose Goldea Blossom Delight 寶格麗歡沁玫香女性淡香精迷你瓶,甜甜的玫瑰，讓人喜歡的中調與後調，圍巾上溫暖的香味，就像高中曖昧中的男女，交換圍巾後，只有彼此了解的情愫，淡淡的味道瀰漫空中，儘管放學了，味道就像曖昧的感覺，好像存在但同時卻也沒愛得那麼明顯。,保加利亞玫瑰原精、白麝香調、龍涎香,紫羅蘭葉、青木瓜、茉莉原精,玫瑰花瓣萃取、山谷百合,,https://www.1976.com.tw/prod/17556
Bvlgari Rose Goldea 寶格麗玫瑰金漾女性淡香精,瓶身真的非常有質感，適合28歲以後的女生，是知性又溫柔的玫瑰香調，彷彿就是身在一大片有晨露的玫瑰園裡，但除了玫瑰還是玫瑰，我聞不到其他香調了！,玫瑰花香調,石榴之心、珍稀萃取玫瑰花瓣、麝香花蜜,大馬士革玫瑰精華、大花茉莉精華,感性麝香、檀香木乳香、薰香脂,https://www.1976.com.tw/prod/14540
