name,original_price,special_price,specification,description,fragrance,top_notes,middle_notes,base_notes,detail_url
Valentino Uomo Intense 范倫鐵諾同名極致男性淡香精(2021),"3,700","2,960",50ml,受到對氣味的啟發，Valentino在2021年重新推出Valentino Uomo Intense 范倫鐵諾同名極致男性淡香精(2021)，在親密中帶著實驗態度，詮釋了當今的香水層次藝術。,東方調 、 皮革香調,柑橘、肉豆蔻,鼠尾草、杜松子,鳶尾花、香草、皮革、零陵香豆、廣藿香,https://www.1976.com.tw/prod/21788
Jovan Platinum Musk 白金麝香男性古龍水,800,480,88ml,雖然我是女生，但噴了這味道覺得很迷人，睡前噴心情也很好，都得聞一下心情才會美麗,木質調,,,,https://www.1976.com.tw/prod/17005
Marly Herod 希洛德男性淡香精,"10,400","7,350",125ml,"既有皇家高貴的感覺又帶有異國氣息。
名副其實的誘人香味。",木質調 、 辛辣調,肉桂、胡椒木,桂花、菸葉、乳香,香草、雪松木、香根草、廣藿香、麝香,https://www.1976.com.tw/prod/16633
Pino Silvestre Original 松果男性淡香水,"1,800","1,180",125ml,味道是相當傳統的木質調! 會讓人有一種成熟復古又帶種猶如走進森林中的感覺!,木質調 、 辛辣調,檸檬、杜松子、薰衣草、佛手柑、羅勒,香菜、康乃馨、快樂鼠尾草、松果、天竺葵,麝香、橡苔、琥珀、零陵香豆、雪松,https://www.1976.com.tw/prod/10349
Bentley Momentum Unlimited 賓利超越極限男性淡香水,"2,980",999,100ml,,木質調 、 皮革香調,小荳蔻精粹、葡萄柚、青蘋果,岩蘭草、雪松、檀香,皮革,https://www.1976.com.tw/prod/18219
Michael Jordan Flight 喬丹夢想起飛男性淡香水,"1,690",999,100ml,Jordan是所有籃球魂的偶像，當然他的品牌香水跟他本人一樣迷人。每一代的香水我都有收藏，很適合沐浴後運動陽光男使用，迷人的香味，獨特的氣息，如果你也是喬丹迷，那還等什麼?^^,草香清新調,佛手柑、橙花,薰衣草、鼠尾草、天竺葵,雪松、香根草、苔蘚,https://www.1976.com.tw/prod/10760
Guess Marciano 瑪希亞諾男性淡香水,"2,450","1,250",100ml,不知為何它總讓我想到Dunhill Pursuit，但是瑪希亞諾聞來更溫和更柔暢，感覺更甜，但同時又更辛辣。在迷人的柑橘香琥珀香退場後，就能更深入一層的感受到迷人微嗆的花香。,木質東方調 、 辛辣調,冰凍生薑、橘子、新鮮黑胡椒,紫羅蘭葉、楊桃、橙花醇花瓣、鼠尾草屬植物、薰衣草、迷迭香,軟皮革、廣藿香芽、黑檀木、琥珀、麝香,https://www.1976.com.tw/prod/6861
Cerruti 1881 同名經典男性淡香水,"3,690","1,499",100ml,超推薦這瓶「Cerruti 1881」！除了瓶身好看之外，最主要的是香味十分適合夏季且超持久（一般夏香很容易褪味），在冷氣房裡幾乎可繚繞一整天。在外奔波的人，建議噴在「胸口」和「三角肌」兩處，這樣在流汗時香味會附著在衣服上季續散發香氣喔～^^,柑苔調,佛手柑、 杜松、 柏樹香、 迷迭香、 紫蘇松脂、 檸檬、 薰衣草,玫瑰、 香油樹香、 鈴蘭,松木香脂、 琥珀、 檀木香、 麝香,https://www.1976.com.tw/prod/3101
Mauboussin Pour Lui 夢寶星絕對男性淡香精,"3,250","1,299",100ml,暖暖木質調男香，是這次買香水送的，居然成為我這次收4瓶木質調香水最喜歡的一瓶。木質調搭配甜甜薰衣草，有種陽光暖男的柔暖。,木質調 、 辛辣調,雪松葉、薰衣草,苦艾草、八角、香芹籽,橡苔、琥珀、黑檀,https://www.1976.com.tw/prod/10336
Halloween Man Hero 男性淡香水,"2,500","1,450",125ml,瓶身就像染上霓虹光的藍色粉色及黃色漸層，充滿科技感，彷彿踩到了現實與虛擬世界的分界線，推薦給喜歡美型瓶身的你。,木質清新調 、 柑苔調 、 海洋清新調,葡萄柚、檸檬、生薑,海洋調、薰衣草、鼠尾草、睡蓮,琥珀、喀什米爾木、苔蘚、廣藿香,https://www.1976.com.tw/prod/19437
Cerruti 1881 同名經典男性淡香水 TESTER,"2,980","1,180",100ml 原廠環保紙盒包裝，無瓶蓋,"稍甜、清新卻繁複，有種說不出的熟悉，
個人主觀認為這是中性的香水，女生也適合，
簡單講 是帶有優雅繁複花香，知書達禮的味道。",柑苔調,佛手柑、 杜松、 柏樹香、 迷迭香、 紫蘇松脂、 檸檬、 薰衣草,玫瑰、 香油樹香、 鈴蘭,松木香脂、 琥珀、 檀木香、 麝香,https://www.1976.com.tw/prod/19864
Bottega Veneta Illusione 幻境男性淡香水 TESTER,"4,800","2,400",90ml 原廠環保紙盒包裝，有瓶蓋,Bottega Veneta Illusione 幻境男性淡香水以木質及柑橘調的芳香，結合了檸檬和苦橙的閃亮香氣，以及冷杉樹脂和白雪松的“樹脂陽剛之氣”。在基調，有香根草和感性零陵香豆的強烈而充滿活力的香氣。,木質清新調 、 柑橘清新調,苦橙、檸檬,白雪松、冷杉樹脂,香根草、零陵香豆,https://www.1976.com.tw/prod/19939
Marly Godolphin 古德芳男性淡香精,"10,400","8,320",125ml,"既有皇家高貴的感覺又帶有異國氣息。
名副其實的誘人香味。",花香調 、 皮革香調,百里香、辛辣、龍柏、果味,玫瑰、鳶尾、茉莉花,白雪松木、香根皮革、琥珀,https://www.1976.com.tw/prod/17656
AIGNER NO.1 OUD 艾格納沉香男性淡香精,"2,950","1,490",100ml,[沉木 花香] 沉木與皮革在開頭展現了濃烈厚實的甘苦味，但肌膚表面的體溫撥雲見日，將隱藏其內的花朵繽紛綻放。此款香水香味特殊，唯有親身試過香並細細品味後，才能體會其中的奧妙。持香八小時以上，最適合冷冽乾燥的冬季使用。,,香菜、肉桂、荳蔻,茉莉、玫瑰、紫羅蘭、丁香,烏德木、皮革、喀什米爾、番紅花,https://www.1976.com.tw/prod/12133
Mauboussin Pour Lui In Black 夢寶星黑色絕對男性淡香精,"3,380","1,550",100ml,這款東方木質香調 實在是讓人感到舒服，帶點柑橘與些些許薄荷的清涼感，鹹奶油軟糖味巧妙的融合在其中，沒有過多的甜度表現，反而呈現一種成熟穩重的男人氣息。,木質調 、 誘人美食調,義大利柑橘、薄荷、鹹奶油軟糖,鼠尾草、黑紫羅蘭、雪松,安息香、巴拉圭木、廣藿香,https://www.1976.com.tw/prod/13995
Lacoste Original 經典男性香精 Parfum,"2,500","1,500",60ml,2025年，LACOSTE ORIGINAL 系列迎來新篇—— LACOSTE經典男性香精，以更濃烈、更感性的香氣組合，並呈現更具辨識度的設計。,木質東方調,佛手柑、荳蔻、薑,薰衣草、乳香、紫羅蘭,琥珀、廣藿香、東加豆,https://www.1976.com.tw/prod/22947
Jovan Black Musk for Man 壞男人黑麝香男性古龍水,600,480,88ml,這次1976的活動檔期買給男友的香水，前味表現很不錯，中後味也算好聞，價格便宜卻有相當於大廠牌的表現，男友噴完以後約4小時都還聞得到，持久度不錯，算是物超所值的一款香水!,草香清新調,柑橘、紫羅蘭葉、萬壽菊,柏木、鼠尾草、薰衣草、竹子,麝香、琥珀、青苔,https://www.1976.com.tw/prod/7461
Fcuk Friction Him 愛火男性淡香水,"2,550",650,100ml,這瓶的味道成熟又帶點小男孩，很值得推薦的一瓶香水，讓人想聞了再聞，讓女生多注意你一些。,東方清新調,綠色水果 、橘、薰衣草,水、黑色椰子、老鸛草、荳蔻,麝香、廣藿香、琥珀、皮革、萊姆酒,https://www.1976.com.tw/prod/9193
Antonio Banderas 安東尼奧金色秘密男性淡香水,"1,750","1,000",100ml,"噴下去瞬間，聞到一股不膩味的誘人甜香，
有著東方的神秘氣息，會勾人的那種，不算清香，
中間 甜味不再這麼明顯，轉為內斂的馨香，
後面 完全男性氣息，性感穩重的味道 (近距離才聞的到)
簡單說，是有質感，帶著神秘，不過於騷包，非常勾人的味道。",,薄荷、青蘋果、白酒,雞尾酒、胡椒、肉豆蔻、小茴香種子,麝香、雪松、皮革,https://www.1976.com.tw/prod/12929
Guy Laroche Drakkar Intense 姬龍雪達卡極致男性淡香精,"2,450","1,250",100ml,國聯冠軍卡羅萊納黑豹隊 Carolina Panthers代言！,東方清新調,苦艾、芫荽、 香檸檬、迷迭香,快樂鼠尾草、薰衣草、杜松子,廣藿香、絨面革、橡木苔、薰衣草,https://www.1976.com.tw/prod/21958
Adam Levine 亞當同名男性淡香水,"2,380","1,399",100ml,一種自由，率性，不拘小節又充滿活力的感覺。前調適清新的葡萄柚混著檸檬的香氣，當前調退去後漸漸上來的是微暖的甜味但還是保有原本的清爽，給人好親近的感覺，特別的是，這類調性的香水通常持香力都不長久，但這款卻是能維持好幾個小時的持香力，是我大愛的原因之一。,木質清新調,柑橘、葡萄柚、檸檬草、鼠尾草、紫羅蘭葉,西番蓮、番石榴、薑,雪松、檀香、琥珀,https://www.1976.com.tw/prod/11693
GUESS 1981 INDIGO 靛藍男性淡香水,"2,500","1,150",100ml,"初期的椰子味非常濃厚，原以為是果香調香水，後期木質調就漸漸地浮出。
推薦很喜歡椰子香的人。
整體覺得是款椰子味+木質味的清新款香水。",木質清新調,意大利香檸檬、鼠尾草油、藍色薰衣草、無花果,椰子水、鳶尾、零陵香豆、橡苔,琥珀、麝香原精、雪松精油,https://www.1976.com.tw/prod/15914
Creed Millesime Imperial 皇者之風男性香水,"11,800","8,260",100ml,為了熱到靠夭的阿拉伯國王量身訂製的香水，會讓人置身在海畔，吹起果香的鹽味海風，清新的水生調有西瓜酮味，就味道少了皇者般的霸氣，純屬就是讓阿拉伯國王cool down的香水，夏天用很不錯。,木質調 、 柑橘調 、 海洋清新調,佛手柑、綠橘、檸檬,鳶尾花、海風調,檀香、琥珀、麝香,https://www.1976.com.tw/prod/10147
Bottega Veneta Illusione Bois Nu 幻境之木男性淡香水,"3,000","1,950",50ml,Bottega Veneta Illusione Bois Nu 幻境之木男性淡香水以木質花香調及柑橘調的芳香，結合了檸檬和苦橙、佛手柑的閃亮香氣，以及梔子花油的芬芳。在基調，有木質香調、廣藿香、香草的強烈而充滿活力的香氣。,木質香調、廣藿香、香草,苦橙、檸檬、佛手柑,梔子花油,,https://www.1976.com.tw/prod/21282
Creed Tabarome Millesime 溫斯頓煙雲男性淡香精,"11,800","8,180",100ml,"【 CREED 溫斯頓煙雲 】

微辛的薑香與充滿朝氣的柑橘輕快登場，誘人檀香融合茶葉、咖啡、蘭姆酒氣息，引領乾爽的菸草香展現大器沉著的優雅。",木質東方調 、 辛辣調,薑、粉紅胡椒、葡萄柚,茶葉、咖啡、蘭姆酒、黑醋栗芽苞,印度檀香、菸草,https://www.1976.com.tw/prod/14745
Nasomatto Duro 杜羅男性淡香精,"5,500","3,550",30ml,Nasomatto Duro 杜羅男性淡香精，重新定義男人味，聞起來很可靠，讓人忍不住想親近。,木質調 、 皮革香調 、 辛辣調,木質香、皮革、辛香料,,,https://www.1976.com.tw/prod/17805
Angel Schlesser Essential 極緻男性淡香水,"2,980","1,750",100ml,隱約的微甜的果香混合木頭的香氣，有點不像經典木質的木質調，適合成熟穩重的男士使用.,木質清新調 、 東方清新調,佛手柑、蘋果、紫羅蘭葉,西洋杉、肉桂、咖啡,麝香、琥珀,https://www.1976.com.tw/prod/4069
HALLOWEEN MAN X 男性淡香水,"2,500","1,550",125ml,持香度為中上還不錯，整體是辛香感，在冬天噴上它會很療癒，而且滿有存在感，隨著時間慢慢改變溫暖的咖啡香調，又有點糖果香，喜歡甜味的你可以入手:D,咖啡、威士忌、肉桂、皮革、礦物香調,薰衣草、小荳蔻、檸檬,,零陵香豆、焚香、琥珀,https://www.1976.com.tw/prod/17002
Geoffrey Beene Grey Flannel 灰色元素男性淡香水,"1,990",850,120ml 噴式,"一開始噴上的味道很苦，接著幾秒後飄散出的花香讓人驚喜，最後溶入皮膚的味道低調又特別，
木香與花香的平衡很和諧，有歐式復古家具店的畫面。
帶有紳士感的氣味，但女生也適合穿上，是瓶很氣質、有魅力的香水。",木質花香調 、 柑苔調,白松香、橙花、穀粒,玫瑰、含羞草、水仙、紫羅蘭,橡樹、西洋杉木、香根草、頓加豆,https://www.1976.com.tw/prod/3227
Hummer 悍馬同名男性淡香水,"3,800",980,125ml,很高的CP值，價格也是如此，這款香水的味道，市面上很少人在使用，不容易撞味，剛噴時味道比較重帶有酒精味，等跟體溫混合時，味道的層次感就會被帶出來，算是淡香精的一款不錯香水，適合夏季使用，不易味道過重而使周遭的人感到不舒服。,木質東方調,綠葉、百里香、荳蔻、胡椒粒,零陵香豆,廣藿香、琥珀、檀木、皮革,https://www.1976.com.tw/prod/4071
Bentley Momentum Unbreakable 賓利獨立自我男性淡香精,"3,180","1,599",100ml,這不會冒犯共乘者、電梯乘客或辦公室裡的同事。非常適合商務艙的香味。這款香水適合所有年齡和環境，而且價格非常划算！,木質花香調 、 辛辣調,紫羅蘭葉、柑橘、薰衣草,蠟菊、天竺葵、鳶尾花,香根草、紙莎草、廣藿香、Dreamwood,https://www.1976.com.tw/prod/22150
Nikos Sculpture Homme 冰雕男性淡香水,"2,450","1,280",100ml,這是我送給老公的七夕情人節禮物，因為我和老公都是木村拓哉的粉絲！所以，就決定買這一款香水！ 老公很喜歡香水瓶的造型，馬上拿來試噴，然後忍不住的一直說，是木頭！木頭！木頭的味道！老公說一定有杉木的香調，有森林浴的感覺，適合夏天，很舒服的味道！,木質清新調 、 柑橘清新調,佛手柑、橙花、胡荽,西杉木,琥珀 、香草、薰草豆,https://www.1976.com.tw/prod/3272
Cerruti 1881 Riviera 男性淡香水,"2,480","1,250",100ml,,木質花香調 、 柑苔調 、 皮革香調,焚香、薄荷、柳橙、佛手柑,茉莉、阿基加拉木,香根草、廣藿香、皮革,https://www.1976.com.tw/prod/22978
Cacharel pour L'homme 卡夏爾經典男性淡香水,"3,380","1,750",100ml,前調略顯熱情和花香，適合辦公室和正式工作活動，不適合小朋友，慢慢到後面聞起來穩重、正式但不奢華，適合給出社會的你來穿上它，香根草與肉荳蔻的組合賦予它溫暖:D,木質花香調,佛手柑、鼠尾草、肉荳蔻、薰衣草,依蘭依蘭、蓮花、天竺葵、康乃馨,琥珀、雪松、香根草、冷杉,https://www.1976.com.tw/prod/7654
Bentley Momentum Intense 賓利自信男性淡香精,"3,180","1,399",100ml,,,佛手柑、薰衣草、欖香脂,天竺葵、零陵香豆、龍涎香,琥珀木、檀香、麝香,https://www.1976.com.tw/prod/15250
Benetton Cold Silver 班尼頓酷銀冷水男性淡香水,850,480,100ml,以更簡約純粹的黑白色調系所打造，燙金的瓶身更突顯精品質感!,柑苔調,生薑、柚子、胡荽,荳蔻,琥珀、銀苔、麝香,https://www.1976.com.tw/prod/11122
Nikos Sculpture Homme 冰雕男性淡香水 TESTER,"2,450","1,050",100ml 原廠環保紙盒包裝，有瓶蓋,"原本看名字以為是很強烈很冷僻的味道，一噴出來整個顛覆印象。
剛開始的幾分鐘以橙花的酸表現最突出，再陪襯一點佛手柑的苦澀去中和強烈的果酸。接著香草的味道慢慢呈現出來，帶著一點甜甜的氣息、配合淡淡的琥珀做勾勒，讓整體的感覺在活潑和沈穩之間得到很棒的平衡，聞起來很舒服。
我自己聞到的時候聯想到的是一個穿著大地色系的文青走在樹林裡的畫面，不過這支真的百搭，穿t恤牛仔褲也頗適合",木質清新調 、 柑橘清新調,佛手柑、橙花、胡荽,西杉木,琥珀 、香草、薰草豆,https://www.1976.com.tw/prod/21312
